title,writer,pony,dialog
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"[squeals] Now, I've read enough Shadow Spade to know the key to going undercover is rehearsing your backstory. [clears threat, in affected voice] I'm ""Plainity"". and I love bland old normal stuff. No frills for me. [normal voice] Okay! Your turn."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,[groans] My name's Eyepatch. I have an eye patch.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Perfect! Now, how do we start our investigation?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"I think we should split up. You enroll in some classes and find out what they're actually teaching. I'll look around and see what I can find, assuming I'm not recognized."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Welcome, newest students! Let's dive right in, shall we? One of the most important elements of friendship is being thoughtful. True or false?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"If by ""thoughtful"" you mean ""generous"", I'd say true."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Correct! [laughs] It was a trick question. Very impressive, Miss...?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,Plainity.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Well, well, well, Miss Plainity, keep it up and you'll be ready for our next level in no time!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Now, let's see if you can demonstrate for the class. What's something generous you could do for... me right now?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Class, Plainity here is now my star pupil. If any of you want a chance at studying with Star Swirl, I'd take notes on her every action."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"Hello? The door is open, so I'll just assume it's okay to come in and look around. Unless somepony says it's not. All right, then."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"[reading] ""The Element of Laughter and its applications."" Okay, that seems pretty genuine. ""When to support your friends' decisions and when to talk sense."" Huh. That's actually kind of interesting. Aha! ""Friendship University's true goal... is to help friends become better friends""? [groans] Where is the proof that it's all a scam?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,There isn't any!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Twilight Sparkle! Did you really think an eye patch was enough of a disguise?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"No, I didn't!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Well, then we agree that everypony will recognize the Princess of Friendship in this photo of you sneaking into our office."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"I can see the headline now! ""Princess of Jealousy! Twilight Sparkle Bent on Ruining Her Competition!"""
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,So sad. A news story like that would destroy your reputation. Nopony will want to go to your school after that.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,Just wait until the papers get a hold of this!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"""Princess Unhinged!"" It'll be the talk of Equestria!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"Well, gentleponies, I've finished another stack. The lessons in these worksheets are quite fascinating. Twilight? What's going on here?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Oh, just your prot<e9>g<e9> getting caught snooping in our office in disguise! Well, sort of."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Oh, honestly, Princess Twilight, envy does not look good on you."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,I'm not envious! I know these two are up to something. I'm just trying to find out what.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"The only pony I see who is up to something is the pony in this picture, and it is not the princess I know."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Well, it's about to be the princess all of Equestria knows."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Unless... you decided to drop the whole ""uncover the scam"" thing."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Then we'll rip this silly picture up and not let it completely and utterly ruin you and your school.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"You can be generous with all sorts of things. Gifts, compliments, your time."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Hey, Eyepatch! Where's your eye patch? [gasps] Was your cover blown?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,You could say that. Flim and Flam took a picture of me sneaking into their office.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,Were we wearing our eye patch?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"If I don't stop investigating, they're going to tell everypony that I'm trying to sabotage their school because I'm jealous."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,But-But-But that's ridiculous!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,I don't know. Maybe I am just upset that Star Swirl came here instead of my school. Flim and Flam may have turned over a new leaf. We should probably just go home.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Twilight, you are not the kind of pony to let your emotions cloud your judgment. If you think Flim and Flam are up to no good, you can't give up, even if their lessons really are impressive."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"Wait, what?!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Flim and Flam are charging for these?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Well, they have to cover expenses, and Flam insists that everything extra goes to improving the school and<U+0097>"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"This is the scam, isn't it?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Let's find out.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,These lessons are so valuable. Are you sure I can't give you more?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Ah-ah-ah! Unnecessary! Being able to share them with a pony like you is our real reward. [to Destitute Pony] Oh, my. And you want to study alongside Star Swirl, hmm?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Come back for the rest when you can afford it.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"And that's the kind of determination that'll get you to the next level, student whose... name I know!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"[whispering] Twilight, maybe I should take over the investigation. Think of your reputation!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"My reputation isn't worth much if I won't risk it for what I think is right. Besides, I have a plan."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Well, brother of mine, we've got almost all the bits we need to expand our resort. If we add another level of classes and worksheets, we'll be there."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Maybe we should add two levels, just to be safe."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,[sighs] It's a thing of beauty. But I was thinking. What if we added another extreme pool slide here?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Mmmm... Sure, as long as the pipes for the musical chocolate fountain go through... here."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,But shouldn't it go closer to the pudding hot tub here?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Fair point, but<U+0097> What?!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,I knew your school was a scam!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Well, well, well, if it isn't the Princess of Jealousy. I guess we'll be going to the papers after all."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,And I suppose I'll just lead your students into this secret room of bits and resort expansion plans!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,Uhhhh... l-let's not get hasty. You have something on us. We have something on you. Let's just call it even.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"I don't think so. You can destroy my reputation if you want, but using your students' bits to expand your resort is wrong, even if the lessons you teach are good ones."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,Of course they're good. We copied them from your book.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"We just skipped every other page. All the lessons, half the time!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"[groans] Fine. If you really want to call it even, give back the bits and stop charging for my lessons. Then you can teach them as much as you like."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Running a school is more work than we thought. Besides, we almost have everything we need."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,I think not!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,Plainity? My star pupil?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"[affected voice] Not Plainity, but... [normal voice] Rarity!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Who?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,We decided to bring somepony else here to listen to everything you just said!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"[stutters] Hey, Star Swirl. We were just about to<U+0097>"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,Return the bits you've collected from your students and close your school?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,[gulps] Yeah. That.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"[sighs] It seems I'll never stop learning from your example, Twilight. It is a valuable lesson to stand up for what you know is true. I wish I had known it, too."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"Well, I can refer you to a fairly reputable establishment just outside of Ponyville. I'm quite certain the headmare would consider letting you in."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"[reading] ""Of course, if I ever go to a school again, I'll make sure it's yours. In friendship, Star Swirl."""
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,I still don't understand how Flim and Flam could have gotten a copy of your book.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",cozy glow,"Uh, I finished straightening up in the library. Professor Rarity, I just wanted to make sure you're definitely keeping these."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"But of course, darling. If there's one thing I learned at Friendship University, it is not to give up when you know what's right. And I know teaching friendship through sewing is right! I just need to figure out how."
The End in Friend,Gillian M. Berrow,starlight glimmer,Oh! Rarity! Just the pony I'm looking for! Can you come to Twilight's class with me? It won't take long.
The End in Friend,Gillian M. Berrow,rarity,"Oh, I'd love to help, but I have to meet Rainbow Dash for our day of fun together."
The End in Friend,Gillian M. Berrow,starlight glimmer,Twilight wants to use you as an example for the students.
The End in Friend,Gillian M. Berrow,rarity,Ooh!
The End in Friend,Gillian M. Berrow,rarity,Your example is here! [laughs] Oh!
The End in Friend,Gillian M. Berrow,rainbow dash,I thought I was the example.
The End in Friend,Gillian M. Berrow,twilight sparkle,"You both are. Because together, you perfectly demonstrate my lesson on compromise in friendship. Rainbow Dash and Rarity have very different interests that keep them busy. But being friends is so important to them, they always manage to make time for each other."
The End in Friend,Gillian M. Berrow,rarity,"[laughs nervously] Our day of fun was hard to plan, what with Rainbow Dash's extremely time-consuming and erratically scheduled Wonderbolts practice."
